timestamp,price,volume,MA20,MA50,MA200,event
2022-12-23,16778.5,161612.00947,17030.638,17175.8334,20166.39485,
2022-12-24,16836.12,100224.29096,17017.159,17089.5854,20094.9488,
2022-12-25,16832.11,125441.07202,17010.447,17000.2402,20028.0855,
2022-12-26,16919.39,124564.00656,17001.9685,16920.5164,19962.1328,
2022-12-27,16706.36,173749.58616,16995.4545,16842.821,19900.2052,
2022-12-28,16547.31,193037.56577,16961.614999999998,16802.822600000003,19840.81825,
2022-12-29,16633.47,160998.47158,16936.860500000003,16817.0358,19791.11295,
2022-12-30,16607.48,164916.31174,16910.86,16797.1624,19761.7133,
2022-12-31,16542.4,114490.42864,16883.7275,16786.6042,19733.74325,
2023-01-01,16616.75,96925.41374,16854.0735,16782.6976,19703.9084,
2023-01-02,16672.87,121888.57191,16798.982,16789.558,19685.2662,
2023-01-03,16675.18,159541.53733,16742.5835,16790.6724,19666.298049999998,
2023-01-04,16850.36,220362.18862,16717.2845,16789.6682,19655.695900000002,
2023-01-05,16831.85,163473.56641,16727.271,16793.05,19636.98515,
2023-01-06,16950.65,207401.28415,16735.9775,16798.2118,19618.86895,
2023-01-07,16943.57,104526.5688,16746.2455,16803.0742,19599.9692,
2023-01-08,17127.83,135155.89695,16780.693000000003,16811.6172,19585.6684,
2023-01-09,17178.26,266211.52723,16794.828,16829.5778,19566.00905,
2023-01-10,17440.66,221382.42581,16825.6275,16862.7652,19547.0239,
2023-01-11,17943.26,262221.60653,16881.719,16897.0916,19529.28425,
2023-01-12,18846.62,454568.32178,16985.125,16941.9618,19518.327,
2023-01-13,19930.01,368615.87823,17139.8195,17008.583,19514.26425,
2023-01-14,20954.92,393913.74951,17345.96,17097.238599999997,19517.6324,
2023-01-15,20871.5,178542.22549,17543.5655,17185.497199999998,19521.37485,
2023-01-16,21185.65,293078.08262,17767.53,17280.6346,19527.59205,
2023-01-17,21134.81,275407.74409,17996.905,17379.0726,19536.8671,
2023-01-18,20677.47,350916.01949,18199.105,17463.7714,19543.9904,
2023-01-19,21071.59,251385.84925,18422.3105,17541.9304,19552.7692,
2023-01-20,22667.21,338079.13659,18728.551,17655.7272,19564.9217,
2023-01-21,22783.55,346445.48432,19036.891,17769.543400000002,19577.9603,
2023-01-22,22707.88,253577.75286,19338.641499999998,17885.997,19588.67715,
2023-01-23,22916.45,293588.37938,19650.704999999998,18002.212000000003,19595.1345,
2023-01-24,22632.89,293158.78254,19939.8315,18115.5428,19600.3252,
2023-01-25,23060.94,346042.83223,20251.286,18234.9824,19607.67075,
2023-01-26,23009.65,288924.43581,20554.235999999997,18358.4426,19618.40665,
2023-01-27,23074.16,280833.86315,20860.7655,18475.443799999997,19633.9594,
2023-01-28,23022.6,148115.71085,21155.503999999997,18593.324600000004,19652.42865,
2023-01-29,23742.3,295688.79204,21483.706,18725.620799999997,19669.9658,
2023-01-30,22826.15,302405.90121,21752.980499999998,18840.4428,19681.15235,
2023-01-31,23125.13,264649.34909,22012.074,18958.7488,19692.627800000002,
2023-02-01,23732.66,310790.42271,22256.375999999997,19077.908,19705.3131,
2023-02-02,23488.94,364177.20751,22434.322500000002,19191.623799999998,19718.767,
2023-02-03,23431.9,332571.02904,22558.1715,19313.135,19723.763600000002,
2023-02-04,23326.84,166126.47295,22680.9385,19447.0294,19723.4147,
2023-02-05,22932.91,209251.33917,22768.3015,19570.1572,19721.96275,
2023-02-06,22762.52,265371.6069,22849.687,19690.6434,19720.0144,
2023-02-07,23240.46,308006.72482,22977.836499999998,19826.675,19722.79255,
2023-02-08,22963.0,280056.30717,23072.407,19948.0238,19725.3522,
2023-02-09,21796.35,402894.6955,23028.864,20047.4574,19721.43555,
2023-02-10,21625.19,338591.94247,22970.946000000004,20143.5326,19723.006999999998,
2023-02-11,21862.55,177021.58433,22928.679500000002,20245.2136,19726.0464,
2023-02-12,21783.54,204435.65163,22872.034,20344.162,19720.20185,
2023-02-13,21773.97,295730.76791,22829.088,20442.9992,19709.857050000002,
2023-02-14,22199.84,361958.40109,22786.033,20548.608200000002,19701.9875,
2023-02-15,24324.05,375669.16111,22851.753,20700.962,19705.3902,
2023-02-16,23517.72,450080.68366,22873.931,20840.370199999998,19706.5122,
2023-02-17,24569.97,496813.21376,22951.2995,20999.1002,19713.022,
2023-02-18,24631.95,216917.25213,22995.782,21159.5896,19721.2428,
2023-02-19,24271.76,300395.99542,23068.0625,21314.176799999997,19728.50975,
2023-02-20,24842.2,346938.56997,23153.916,21478.6858,19739.60585,
2023-02-21,24452.16,376000.82868,23189.891,21634.2716,19745.30455,
2023-02-22,24182.21,379425.75365,23224.554500000002,21784.4122,19751.44455,
2023-02-23,23940.2,398400.45437,23249.9695,21926.209,19755.2736,
2023-02-24,23185.29,343582.57453,23242.892,22053.277799999996,19752.15005,
2023-02-25,23157.07,191311.8101,23254.1,22177.4062,19752.18565,
2023-02-26,23554.85,202323.73623,23293.7165,22309.631800000003,19750.18965,
2023-02-27,23492.09,283706.0859,23306.298000000003,22436.916999999998,19747.97815,
2023-02-28,23141.57,264140.99894,23315.2265,22556.1832,19741.6676,
2023-03-01,23628.97,315287.41737,23406.8575,22679.949399999998,19737.60555,
2023-03-02,23465.32,239315.45219,23498.863999999998,22790.3906,19733.40595,
2023-03-03,22354.34,319954.19785,23523.4535,22860.545,19724.70355,
2023-03-04,22346.57,121257.38132,23551.605000000003,22908.876200000002,19717.1627,
2023-03-05,22430.24,154841.75786,23584.4185,22938.382599999997,19712.6006,
2023-03-06,22410.0,203751.82957,23594.9265,22969.152599999998,19708.694600000003,
2023-03-07,22197.96,292519.80912,23488.622,22989.3988,19715.512450000002,
2023-03-08,21705.44,301460.57272,23398.007999999998,23000.811400000002,19718.339300000003,
2023-03-09,20362.22,443658.28584,23187.6205,22994.506400000002,19712.57235,
2023-03-10,20150.69,618456.4671,22963.557500000003,22976.088399999997,19706.32665,硅谷银行危机
2023-03-11,20455.73,427831.82133,22772.756,22931.858799999998,19700.959700000003,
2023-03-12,21997.11,430944.94288,22630.5015,22916.13,19704.10485,
2023-03-13,24113.48,687889.31259,22613.5675,22944.242000000002,19716.87705,
2023-03-14,24670.41,699360.93423,22637.9775,22979.321200000002,19739.02385,
2023-03-15,24285.66,581450.72984,22655.250500000002,23012.376599999996,19760.26415,
2023-03-16,24998.78,439421.32998,22745.925,23051.1334,19787.48,
2023-03-17,27395.13,624460.68091,22957.828,23138.843000000004,19823.027,
2023-03-18,26907.49,371238.97174,23125.46,23215.5096,19858.50615,
2023-03-19,27972.87,372066.99054,23349.499,23314.515,19898.1204,
2023-03-20,27717.01,477378.23373,23578.271,23394.0092,19936.048150000002,
2023-03-21,28105.47,420929.7422,23802.096,23499.5956,19976.816199999997,
2023-03-22,27250.97,224113.41296,23991.3785,23582.1124,20013.91155,
2023-03-23,28295.41,128649.60818,24288.431999999997,23673.367400000003,20055.3871,
2023-03-24,27454.47,86242.06544,24543.826999999997,23752.678,20093.67525,
2023-03-25,27462.95,50844.08102,24795.4625,23833.299,20137.03695,
2023-03-26,27968.05,49671.70353,25073.364999999998,23926.123199999998,20180.413,
2023-03-27,27124.91,88039.46898,25319.7125,24009.9632,20219.438700000002,
2023-03-28,27261.07,78602.44341,25597.494,24099.9342,20248.9435,
2023-03-29,28348.6,89486.16008,25996.813000000002,24202.097,20282.4448,
2023-03-30,28028.53,98865.43256,26390.704999999998,24303.407600000002,20313.4531,
2023-03-31,28465.36,78198.12139,26791.1865,24436.7878,20343.8012,
2023-04-01,28452.73,30238.44753,27113.9675,24573.3386,20385.197,
2023-04-02,28171.87,37365.65692,27316.887,24699.525,20424.9228,
2023-04-03,27800.0,79180.01405,27473.366499999996,24819.854199999998,20465.413399999998,
2023-04-04,28165.47,49722.55691,27667.357,24947.6842,20507.22425,
2023-04-05,28170.01,60737.64732,27825.918500000007,25067.087600000003,20547.5062,
2023-04-06,28033.82,40118.94963,27857.853000000003,25141.283,20590.594399999998,
2023-04-07,27906.33,24762.09387,27907.794999999995,25229.0552,20632.440950000004,
2023-04-08,27938.38,19479.96735,27906.070499999994,25296.423400000003,20677.75785,
2023-04-09,28323.76,32531.16101,27936.407999999996,25370.2596,20727.06985,
2023-04-10,29637.34,67754.0622,28013.001500000002,25477.571200000002,20778.2484,
2023-04-11,30200.42,67990.07621,28160.474,25584.7356,20832.80095,
2023-04-12,29888.07,62049.48451,28240.107,25693.4538,20887.6388,
2023-04-13,30373.84,51934.11731,28386.0755,25817.2864,20945.4711,
2023-04-14,30466.93,75984.19452,28536.2745,25947.821,21001.66665,
2023-04-15,30295.09,25429.81247,28652.626500000002,26090.017000000003,21057.74645,
2023-04-16,30304.65,26431.99322,28811.6135,26232.9686,21112.2056,
2023-04-17,29430.27,56441.81127,28920.0735,26350.477,21161.3994,
2023-04-18,30380.01,62004.89434,29021.644,26488.2354,21216.186400000002,
2023-04-19,28797.1,86575.48656,29060.0725,26601.346,21263.61715,
2023-04-20,28243.65,76879.09372,29048.987,26693.6396,21309.5514,
2023-04-21,27262.84,77684.7679,28989.492500000004,26769.59,21347.7202,
2023-04-22,27816.85,36023.69686,28971.741500000004,26878.8402,21385.11535,
2023-04-23,27590.6,34812.09581,28961.271500000003,26983.7208,21422.277049999997,
2023-04-24,27510.93,53111.56874,28928.544499999996,27085.3346,21460.02835,
2023-04-25,28300.79,52325.14637,28935.083499999997,27203.1504,21503.88185,
2023-04-26,28415.29,129228.40403,28954.157,27327.497000000003,21548.8685,
2023-04-27,29472.77,95430.82431,29032.479000000003,27482.8436,21599.03725,
2023-04-28,29311.7,54298.16578,29101.145,27661.833199999997,21649.936400000002,
2023-04-29,29230.45,20466.83058,29146.479500000005,27843.428399999997,21700.788650000002,
2023-04-30,29233.21,39752.5372,29126.272999999997,28018.978,21751.177050000002,
2023-05-01,28068.26,64433.65958,29019.665,28140.400999999998,21794.6427,
2023-05-02,28669.86,50824.5224,28958.7545,28231.528599999998,21842.107350000002,
2023-05-03,29026.16,64615.79213,28891.3705,28318.6436,21891.891200000002,
2023-05-04,28838.16,42575.47501,28809.932,28409.693600000002,21939.7671,
2023-05-05,29505.61,58415.83048,28770.457999999995,28499.8302,21989.54585,
2023-05-06,28848.2,49249.28459,28697.635500000004,28528.891599999995,22037.14965,
